movie,rating_female,rating_male
152,2.7058823529411766,3.075
153,2.635294117647059,2.6371681415929205
154,3.48,3.71
155,3.7058823529411766,3.4423076923076925
156,4.0,3.5625
157,2.5675675675675675,2.8247422680412373
158,2.9344262295081966,2.9726027397260273
159,3.111111111111111,3.287878787878788
160,2.255639097744361,2.2188449848024314
161,3.7167630057803467,3.730679156908665
162,4.048076923076923,4.096885813148789
163,3.3583333333333334,3.473520249221184
164,3.4823529411764707,3.566371681415929
165,3.4754098360655736,3.6200417536534446
166,1.7857142857142858,2.8125
167,4.0,3.5
168,2.9565217391304346,2.90625
169,1.5555555555555556,2.108108108108108
170,3.0793650793650795,3.195767195767196
171,3.4705882352941178,3.72
172,2.405940594059406,2.5625
173,2.4661016949152543,2.2976878612716765
174,2.625,2.0930232558139537
175,3.658536585365854,3.4227642276422765
176,3.803921568627451,3.9166666666666665
177,2.5,2.740740740740741
178,4.2,3.5
179,2.4166666666666665,2.12
180,3.5113636363636362,3.581967213114754
181,1.8571428571428572,1.5
182,2.923076923076923,3.2857142857142856
183,3.272727272727273,3.5
184,3.0,3.4444444444444446
185,2.9,2.883076923076923
186,2.8974358974358974,2.7280701754385963
187,3.1739130434782608,3.2641509433962264
188,3.2448979591836733,3.256637168141593
189,4.0,3.0
190,3.6666666666666665,3.7674418604651163
191,2.6153846153846154,2.511111111111111
192,4.0,2.0
193,2.1315789473684212,2.065040650406504
194,3.588235294117647,3.809090909090909
195,2.9714285714285715,2.75
196,2.6587301587301586,2.8369905956112853
197,3.8,2.8181818181818183
198,3.246268656716418,3.2904109589041095
199,3.740740740740741,3.754385964912281
200,1.0,2.8
201,3.6,2.210526315789474
202,2.5714285714285716,2.7333333333333334
203,2.836734693877551,3.0789473684210527
204,2.8780487804878048,3.0813008130081303
205,4.266666666666667,3.5294117647058822
206,3.75,3.7111111111111112
207,3.3333333333333335,3.0789473684210527
208,2.601449275362319,2.5968169761273208
209,2.3333333333333335,2.4615384615384617
210,2.923076923076923,3.3636363636363638
211,3.375,3.65
213,3.676470588235294,4.285714285714286
214,3.6666666666666665,4.5
215,3.8823529411764706,3.8292682926829267
216,2.9705882352941178,3.291457286432161
217,3.176470588235294,2.4545454545454546
218,2.888888888888889,3.160377358490566
219,2.6666666666666665,3.5
220,1.8333333333333333,1.7222222222222223
222,3.6233766233766236,3.566666666666667
223,3.90990990990991,3.98906439854192
224,3.372549019607843,3.3413461538461537
225,3.2096774193548385,3.234848484848485
227,2.5714285714285716,2.6027397260273974
228,1.0,2.0
229,3.44,3.5454545454545454
230,3.3733333333333335,3.473404255319149
231,3.1311475409836067,3.2230971128608923
232,4.109589041095891,4.037837837837838
233,3.823529411764706,3.5804195804195804
234,1.9393939393939394,2.3536585365853657
235,3.772511848341232,3.6600361663652805
236,3.317073170731707,3.304093567251462
237,2.8771929824561404,3.013986013986014
238,2.727272727272727,2.75
239,2.75,2.8469387755102042
240,2.625,2.8260869565217392
241,3.0,3.4705882352941178
242,3.533333333333333,3.404255319148936
243,1.0,2.2857142857142856
244,2.0,1.8888888888888888
245,4.0,3.0
246,4.201183431952662,4.216666666666667
247,3.8737864077669903,3.862676056338028
248,3.066666666666667,2.8421052631578947
249,3.736842105263158,3.7588652482269502
250,2.5,2.526315789473684
251,3.3333333333333335,3.5555555555555554
252,3.230769230769231,3.2843601895734595
253,3.526315789473684,3.5033557046979866
254,3.25,3.142857142857143
255,1.8333333333333333,2.057142857142857
256,2.6923076923076925,2.688
257,3.4583333333333335,3.129032258064516
258,2.2580645161290325,2.4705882352941178
259,2.7857142857142856,2.8412698412698414
260,4.441260744985673,4.456246560264172
261,3.7333333333333334,3.6178343949044587
262,3.972972972972973,3.765957446808511
263,3.6,3.8666666666666667
264,3.6666666666666665,2.5
265,4.017441860465116,3.928730512249443
266,3.432926829268293,3.4864197530864196
267,2.7096774193548385,2.728395061728395
268,3.4444444444444446,3.3055555555555554
269,3.5,3.4814814814814814
270,3.142857142857143,3.0727272727272728
271,3.125,3.138888888888889
272,3.6265060240963853,3.7169811320754715
273,2.9661016949152543,2.8676470588235294
274,2.5,2.5
275,2.3333333333333335,2.6875
276,2.5945945945945947,2.699300699300699
277,2.8378378378378377,3.1625
278,2.75,2.6666666666666665
279,3.4285714285714284,3.5416666666666665
280,3.511111111111111,3.5772357723577235
281,3.694915254237288,3.6031746031746033
282,3.288135593220339,3.1376146788990824
283,2.6666666666666665,3.2
286,3.0,
287,4.0,2.6
288,3.169811320754717,3.0753768844221105
289,3.325,3.352272727272727
290,3.9722222222222223,3.95
291,2.375,2.064516129032258
292,3.2189349112426036,3.286353467561521
293,4.062200956937799,4.114638447971782
294,3.2857142857142856,2.9642857142857144
295,2.5,2.789473684210526
296,4.3108108108108105,4.280155642023346
297,3.25,2.9285714285714284
298,4.333333333333333,3.8666666666666667
299,3.935483870967742,3.6144578313253013
300,3.75,3.7268041237113403
301,3.3636363636363638,3.2857142857142856
302,3.736842105263158,3.7058823529411766
303,2.7088607594936707,3.0632411067193677
304,3.4,3.0689655172413794
305,2.65625,2.514705882352941
306,4.256756756756757,4.2254901960784315
307,4.111111111111111,4.0928571428571425
308,4.0,3.8947368421052633
309,3.75,3.7777777777777777
312,1.9444444444444444,2.466666666666667
313,2.2857142857142856,3.1785714285714284
314,3.8550724637681157,3.875
315,2.5,2.839080459770115
316,3.412451361867704,3.525
317,3.159090909090909,3.284182305630027
318,4.534322820037106,4.570444104134762
319,3.7796610169491527,3.9245283018867925
320,3.625,3.1333333333333333
321,3.388888888888889,3.8620689655172415
322,3.840909090909091,3.6728971962616823
324,4.0,4.0
325,1.8181818181818181,2.5185185185185186
326,4.25,4.333333333333333
327,2.588235294117647,2.6683673469387754
328,2.9375,3.142857142857143
329,3.383259911894273,3.3648424543946933
330,2.769230769230769,2.7191011235955056
331,3.0,3.25
332,2.3333333333333335,2.712871287128713
333,3.2045454545454546,3.6157205240174672
334,3.727272727272727,3.9565217391304346
335,3.8333333333333335,3.4444444444444446
336,2.6666666666666665,2.6923076923076925
337,3.8106508875739644,3.795640326975477
338,2.76,2.992063492063492
339,3.554838709677419,3.467018469656992
340,3.111111111111111,3.1666666666666665
341,3.9,3.7857142857142856
342,3.648,3.729096989966555
343,2.0,2.6153846153846154
344,3.1315789473684212,3.1252747252747253
345,3.948717948717949,3.7423076923076923
346,3.4516129032258065,3.5671641791044775
347,3.625,3.1
348,3.710280373831776,3.6731517509727625
349,3.7530364372469633,3.7433489827856024
350,3.4047619047619047,3.3559322033898304
351,3.3333333333333335,3.357142857142857
352,3.380952380952381,3.0
353,3.47972972972973,3.4236902050113893
354,3.2,3.135135135135135
355,2.1296296296296298,2.4276729559748427
356,4.040076335877862,4.097372488408037
357,3.72,3.752420470262794
358,3.289473684210526,3.130434782608696
359,2.8,3.3846153846153846
360,2.4166666666666665,2.5
361,3.389830508474576,3.3986013986013988
362,3.3076923076923075,3.4173228346456694
363,4.461538461538462,4.184210526315789
364,3.94921875,3.847113884555382
365,2.8333333333333335,3.257142857142857
366,2.671875,2.847682119205298
367,3.2878228782287824,3.318634423897582
368,3.4806629834254146,3.536480686695279
369,3.5,3.303030303030303
370,2.962962962962963,2.8804780876494025
371,3.207547169811321,3.163793103448276
372,3.1758241758241756,3.1620553359683794
373,3.737704918032787,3.8865248226950353
374,1.8,2.1743119266055047
375,3.6666666666666665,3.0
376,3.25,3.2663316582914574
377,3.609289617486339,3.558044806517312
378,2.8,2.888888888888889
379,2.851063829787234,2.8773946360153255
380,3.68013468013468,3.643198090692124
381,3.142857142857143,3.1811023622047245
382,2.774193548387097,3.0060975609756095
383,3.206896551724138,3.3043478260869565
384,2.875,2.9047619047619047
385,3.3333333333333335,3.6
386,2.5384615384615383,3.0
387,2.619047619047619,2.7611940298507465
388,3.857142857142857,3.5555555555555554
389,3.625,3.727272727272727
390,3.3333333333333335,3.6285714285714286
391,3.0,3.5384615384615383
392,2.857142857142857,2.5454545454545454
393,1.88,1.8245614035087718
394,3.0,3.923076923076923
397,2.0,2.4545454545454546
404,4.0,3.5
405,1.951219512195122,2.153225806451613
406,3.0,4.0
407,2.8541666666666665,2.896551724137931
408,3.36,3.515151515151515
409,2.888888888888889,3.0384615384615383
410,2.935483870967742,2.840148698884758
411,2.5,2.7142857142857144
412,3.465909090909091,3.585714285714286
413,2.595744680851064,2.4789915966386555
414,2.2857142857142856,2.7
415,2.3684210526315788,2.5871559633027523
416,2.3157894736842106,2.490566037735849
417,3.5555555555555554,3.483050847457627
418,2.4,2.5789473684210527
419,2.2333333333333334,2.215909090909091
420,2.44,2.5583756345177666
421,3.5,3.3389830508474576
422,3.066666666666667,3.074074074074074
423,3.1153846153846154,3.125984251968504
424,3.1666666666666665,2.4523809523809526
425,3.6,3.6440677966101696
426,3.08955223880597,3.0736196319018405
427,2.3870967741935485,2.3465346534653464
428,3.912280701754386,3.9194630872483223
429,2.257142857142857,2.424778761061947
430,2.0,2.5384615384615383
431,3.752688172043011,3.6435185185185186
432,2.433734939759036,2.6051502145922747
433,2.4285714285714284,2.806451612903226
434,3.0921985815602837,3.1030444964871196
435,2.518181818181818,2.621794871794872
436,2.888888888888889,2.707317073170732
437,2.0,2.1
438,2.6052631578947367,2.7045454545454546
440,3.8464912280701755,3.818867924528302
441,3.732876712328767,3.7013333333333334
442,2.8421052631578947,2.9926470588235294
443,3.8,3.35
444,2.739130434782609,2.097560975609756
445,2.5,2.7142857142857144
446,4.074074074074074,4.089743589743589
447,2.4285714285714284,2.411764705882353
448,3.44,3.6074074074074076
449,3.736842105263158,3.6470588235294117
450,3.230769230769231,3.3230769230769233
451,3.413793103448276,3.0847457627118646
452,3.4285714285714284,3.185185185185185
453,3.2142857142857144,3.236842105263158
454,3.6262135922330097,3.5031847133757963
455,2.4915254237288136,2.59748427672956
456,4.181818181818182,3.9215686274509802
457,4.1487964989059085,4.102904564315352
458,2.85,3.425531914893617
459,2.806451612903226,2.817073170731707
460,2.6,2.7222222222222223
461,3.269230769230769,3.5
462,2.4285714285714284,2.8666666666666667
463,3.0833333333333335,2.48
464,2.673469387755102,2.768
465,3.3666666666666667,3.3333333333333335
466,2.6055045871559632,2.833810888252149
467,3.4444444444444446,3.0833333333333335
468,3.1866666666666665,3.253807106598985
469,2.6363636363636362,3.1219512195121952
470,1.8888888888888888,1.75
471,3.687022900763359,3.58
472,2.4444444444444446,2.68
473,2.0344827586206895,2.292134831460674
474,3.7914893617021277,3.843351548269581
475,3.8860759493670884,3.8404907975460123
476,2.6666666666666665,2.35
477,3.462962962962963,3.4215686274509802
478,2.5,2.5
479,3.161290322580645,2.7051282051282053
480,3.7861635220125787,3.743107769423559
481,3.3698630136986303,3.3353293413173652
482,3.6222222222222222,3.495049504950495
483,3.823529411764706,3.4594594594594597
484,2.5,2.7058823529411766
485,2.4444444444444446,2.5197368421052633
486,2.5,2.8275862068965516
487,2.7857142857142856,2.774193548387097
488,3.2857142857142856,3.5
489,2.7777777777777777,2.3125
490,3.4545454545454546,3.3404255319148937
491,3.3125,3.315315315315315
492,3.869565217391304,3.6923076923076925
493,3.6031746031746033,3.596685082872928
494,3.2857142857142856,3.3684210526315788
495,3.5833333333333335,3.269230769230769
496,2.6,3.25
497,3.9139072847682117,3.9923273657289005
498,2.7777777777777777,2.6538461538461537
499,2.6,2.6363636363636362
500,3.4161849710982657,3.4325481798715205
501,3.3157894736842106,3.7818181818181817
502,2.074074074074074,1.8695652173913044
503,4.25,3.6
504,2.843137254901961,2.9896907216494846
505,1.9166666666666667,2.619047619047619
506,3.6,3.4150943396226414
507,3.3970588235294117,3.540983606557377
508,3.859375,3.9419354838709677
509,3.6357142857142857,3.6409495548961424
510,2.3846153846153846,2.388888888888889
511,3.085714285714286,3.1375
512,2.7872340425531914,2.980952380952381
513,3.2,3.0555555555555554
514,3.5176470588235293,3.61139896373057
515,3.826923076923077,3.9565217391304346
516,2.608695652173913,2.9793103448275864
517,3.119047619047619,3.2168141592920354
518,2.923076923076923,2.392857142857143
519,1.8888888888888888,1.9914529914529915
520,2.6865671641791047,3.0046082949308754
521,3.5,3.360655737704918
522,3.35,3.735294117647059
523,3.6451612903225805,3.546875
524,3.5982142857142856,3.623529411764706
525,1.8,3.142857142857143
526,2.5,2.5
527,4.4972972972972975,4.504713560551124
528,2.8,2.484848484848485
529,3.95679012345679,3.957547169811321
531,3.8227848101265822,3.7157894736842105
532,3.147727272727273,2.995708154506438
533,2.6666666666666665,2.685483870967742
534,4.0,3.8109756097560976
535,3.8607594936708862,3.8
536,3.076923076923077,3.260869565217391
537,2.577777777777778,3.1794871794871793
538,3.764705882352941,3.857142857142857
539,3.9086538461538463,3.7421602787456445
540,2.2888888888888888,2.154639175257732
541,4.264367816091954,4.331180811808118
542,2.5714285714285716,2.8076923076923075
543,3.386206896551724,3.361179361179361
544,2.696969696969697,2.5694444444444446
546,1.7272727272727273,1.8048780487804879
547,2.823529411764706,2.9295774647887325
548,2.68,2.5194805194805197
549,3.8095238095238093,3.835294117647059
550,3.3714285714285714,2.9423076923076925
551,3.655813953488372,3.714535901926445
552,3.1376146788990824,3.2733118971061095
553,3.7698412698412698,3.9203821656050954
554,2.5,2.75
555,3.9295774647887325,3.945876288659794
556,4.1923076923076925,4.2784810126582276
558,2.8518518518518516,2.5625
559,1.0,3.5
560,4.0,3.6
561,4.0,3.3333333333333335
562,3.816666666666667,3.7601476014760147
563,2.6666666666666665,3.5555555555555554
564,2.75,2.272727272727273
565,2.6666666666666665,3.09375
566,3.6666666666666665,2.75
567,3.5,3.888888888888889
568,4.0,3.8421052631578947
569,3.0,2.9583333333333335
570,3.0,3.2
571,3.2222222222222223,3.526315789473684
573,3.0,3.5384615384615383
574,3.357142857142857,3.5588235294117645
575,2.789473684210526,2.75
577,2.888888888888889,2.896551724137931
580,3.076923076923077,3.25
581,4.185185185185185,4.013333333333334
582,3.0,3.0
583,4.428571428571429,3.375
585,2.875,2.8893617021276596
586,3.078740157480315,3.162303664921466
587,3.5752895752895753,3.470494417862839
588,3.8545454545454545,3.758974358974359
589,4.050324675324675,4.074340527577938
590,3.876080691642651,3.909090909090909
591,1.0,3.0
592,3.5347432024169185,3.611244019138756
593,4.3498402555910545,4.363934426229508
594,3.6804733727810652,3.9079903147699757
595,3.9421487603305785,3.868552412645591
596,3.65,3.8
597,3.6025641025641026,3.699490662139219
598,5.0,4.0
599,3.967741935483871,4.178807947019868
600,3.7142857142857144,3.090909090909091
602,4.5,4.166666666666667
603,2.923076923076923,3.0689655172413794
605,3.4615384615384617,3.316666666666667
606,2.0,2.326923076923077
608,4.242574257425742,4.267880364109232
609,3.0,2.707317073170732
610,3.4722222222222223,3.611111111111111
611,2.1186440677966103,2.664
612,2.5,2.3
613,3.8095238095238093,3.5681818181818183
615,4.083333333333333,4.133333333333334
616,3.3194444444444446,3.401315789473684
617,3.75,3.375
618,1.0,2.0
619,3.0,2.789473684210526
621,4.1,3.625
626,1.5,2.4
627,3.6285714285714286,3.5
628,3.836206896551724,3.9296296296296296
631,1.4444444444444444,2.2127659574468086
632,3.75,3.4
633,3.6666666666666665,3.7857142857142856
635,3.6956521739130435,3.6216216216216215
637,2.5,2.5
638,3.3333333333333335,3.1
639,2.4705882352941178,2.75
640,2.875,2.6052631578947367
645,3.6,3.5
647,3.6,3.5350877192982457
648,3.391167192429022,3.4353658536585368
649,3.6666666666666665,4.2
650,3.347826086956522,3.4680851063829787
653,3.1884057971014492,3.2521008403361344
656,2.375,2.7222222222222223
659,3.0,3.7333333333333334
661,3.3833333333333333,3.4617940199335546
662,3.16,2.8970588235294117
663,3.358490566037736,3.410958904109589
665,3.7,3.6666666666666665
667,2.0,2.1515151515151514
668,4.5,4.333333333333333
669,4.75,4.083333333333333
670,4.5,4.382352941176471
671,3.6907216494845363,3.650909090909091
672,2.0,2.0
673,2.622950819672131,2.638805970149254
674,3.075,3.0126050420168067
678,4.438356164383562,4.184523809523809
680,3.076923076923077,3.388888888888889
681,4.0,4.0
682,4.0,4.0
685,3.6666666666666665,3.1176470588235294
688,2.097560975609756,2.267175572519084
691,2.875,3.2318840579710146
692,2.0606060606060606,2.1818181818181817
694,2.787878787878788,2.6582278481012658
695,3.2790697674418605,3.1486486486486487
697,2.6842105263157894,2.5348837209302326
698,2.0,2.5
700,3.0,3.324675324675325
702,3.3333333333333335,3.875
703,1.25,2.0
704,2.5384615384615383,2.3684210526315788
705,4.0,3.6923076923076925
706,1.0,
707,3.044776119402985,3.0903225806451613
708,3.560810810810811,3.3994778067885116
709,2.8,3.012987012987013
710,2.5,2.36
711,2.5,2.4864864864864864
714,4.075,3.8513513513513513
715,3.2,3.8461538461538463
716,2.5,2.823529411764706
718,3.8,3.2142857142857144
719,2.775,2.888888888888889
720,4.435643564356436,4.417355371900826
722,3.75,3.75
724,3.0238095238095237,3.1485943775100402
725,2.7222222222222223,2.607843137254902
728,3.625,3.824561403508772
729,3.6666666666666665,
730,1.0,
731,3.0,2.7241379310344827
733,3.65016501650165,3.7657992565055762
735,3.090909090909091,3.2666666666666666
736,3.0813008130081303,3.2052785923753664
737,2.050632911392405,2.0697674418604652
741,3.987012987012987,4.1647058823529415
742,2.2244897959183674,2.6770833333333335
743,2.64,2.4727272727272727
745,4.50314465408805,4.529715762273902
746,3.7142857142857144,4.222222222222222
747,1.8,2.2333333333333334
748,3.1386138613861387,3.1709401709401708
750,4.492113564668769,4.447073474470734
751,3.0,4.0
753,2.8,3.238095238095238
754,1.0,3.3333333333333335
755,3.5,3.75
756,4.0,2.5
758,4.0,
759,3.625,4.258064516129032
760,3.6666666666666665,3.4375
761,3.0,2.6451612903225805
762,2.257142857142857,2.1627906976744184
764,3.2666666666666666,3.1707317073170733
765,2.5555555555555554,2.6145833333333335
766,3.35,3.5217391304347827
767,4.0,2.8333333333333335
769,3.0,3.6666666666666665
771,4.0,3.4444444444444446
775,3.0,3.4
776,1.0,4.0
778,3.9761904761904763,3.9348837209302325
779,3.0,2.576923076923077
780,3.4656084656084656,3.528756957328386
781,3.3333333333333335,3.4
782,2.6216216216216215,2.6097560975609757
783,3.1818181818181817,3.225663716814159
784,2.6125,2.814814814814815
785,3.388235294117647,3.537117903930131
786,3.067415730337079,3.158671586715867
787,5.0,5.0
788,2.951111111111111,3.0423280423280423
793,1.5,2.6666666666666665
798,2.5961538461538463,2.823529411764706
799,3.2151898734177213,3.3177083333333335
800,4.058479532163743,4.134615384615385
801,3.0384615384615383,3.028985507246377
802,3.6630434782608696,3.412280701754386
803,3.875,3.806451612903226
804,3.0434782608695654,2.951219512195122
805,3.433734939759036,3.691011235955056
806,3.176470588235294,3.0833333333333335
807,4.0,2.9
808,3.5,3.5
809,2.68,2.5901639344262297
810,1.3666666666666667,1.5138888888888888
811,5.0,4.2
813,2.4444444444444446,2.4615384615384617
815,2.0,2.0
818,2.5789473684210527,2.5473684210526315
821,2.0,
824,3.3333333333333335,4.0
827,3.0,
828,3.0,2.9705882352941178
829,2.0833333333333335,2.3506493506493507
830,2.888888888888889,2.988372093023256
831,4.333333333333333,4.083333333333333
832,3.4583333333333335,3.4966666666666666
833,2.533333333333333,2.1666666666666665
834,1.0,
835,3.1923076923076925,3.15
836,2.7083333333333335,2.630434782608696
837,3.5166666666666666,3.4047619047619047
838,3.9545454545454546,3.9
839,2.064516129032258,2.2739726027397262
840,2.8,2.5483870967741935
841,3.75,3.3333333333333335
842,2.46875,2.662921348314607
844,3.0,3.4
846,3.888888888888889,3.6818181818181817
847,1.0,2.2
848,3.2051282051282053,3.5128205128205128
849,2.556603773584906,2.5158227848101267
850,3.5,3.8
851,3.433333333333333,3.4918032786885247
852,3.3175675675675675,3.1977401129943503
854,2.5,3.8
858,4.492509363295881,4.528005974607916
860,4.0,4.0
861,3.482142857142857,3.5414012738853504
862,3.6363636363636362,3.7058823529411766
863,4.5,3.6
864,4.5,3.5
866,3.6639344262295084,3.8502824858757063
867,2.6,2.1538461538461537
869,3.8,3.076923076923077
870,1.9166666666666667,2.4615384615384617
874,3.0,3.0
875,3.375,3.4545454545454546
876,3.0,2.6153846153846154
877,2.75,3.3846153846153846
879,2.5319148936170213,2.963768115942029
880,2.0,2.2160804020100504
881,3.1666666666666665,2.42
882,2.642857142857143,2.6451612903225805
885,2.3,2.6538461538461537
886,2.9285714285714284,2.92
888,1.4166666666666667,2.4482758620689653
891,2.4893617021276597,2.4311926605504586
892,3.8222222222222224,3.927710843373494
893,3.3157894736842106,3.86046511627907
895,1.0,1.0
896,3.090909090909091,3.46875
897,3.652173913043478,3.8392857142857144
898,4.316546762589928,4.299435028248587
899,4.274390243902439,4.283333333333333
900,3.985294117647059,3.827956989247312
901,3.4864864864864864,3.693877551020408
902,3.789156626506024,3.92722371967655
903,4.134020618556701,4.3277153558052435
904,4.476394849785407,4.497495826377295
905,4.172043010752688,4.267281105990784
906,4.044444444444444,4.09433962264151
907,4.08,3.810344827586207
908,4.407166123778501,4.398241206030151
909,4.193181818181818,4.095041322314049
910,4.233160621761658,4.365306122448979
911,4.360655737704918,4.161111111111111
912,4.42257217847769,4.424453280318091
913,4.3828125,4.418416801292407
914,4.203007518796992,4.097765363128492
915,3.883116883116883,4.0047846889952154
916,4.145833333333333,4.2844444444444445
917,3.45,3.871794871794872
918,3.7872340425531914,3.7766990291262137
919,4.1923076923076925,4.253921568627451
920,3.96958174904943,4.0014662756598245
921,4.05,3.8764044943820224
922,4.523809523809524,4.542253521126761
923,4.380165289256198,4.440494590417311
924,4.095115681233933,4.10371819960861
925,3.5,3.2
926,4.157894736842105,4.3
927,3.6,4.204545454545454
928,4.17948717948718,4.165094339622642
929,4.052631578947368,3.784313725490196
930,4.173469387755102,4.372093023255814
931,3.926829268292683,3.945736434108527
932,4.024390243902439,4.056603773584905
933,4.155555555555556,4.1056603773584905
934,3.5866666666666664,3.681318681318681
935,3.823529411764706,3.533333333333333
936,4.083333333333333,4.130434782608695
937,3.8,3.769230769230769
938,3.710526315789474,3.5238095238095237
939,3.0,3.3333333333333335
940,4.012345679012346,4.008264462809917
941,3.9047619047619047,3.696969696969697
942,4.188405797101449,4.252873563218391
943,4.0588235294117645,3.9702970297029703
944,3.7586206896551726,3.813953488372093
945,4.084745762711864,4.140845070422535
946,4.0,3.8526315789473684
947,3.8780487804878048,4.219298245614035
948,3.92,3.6805555555555554
949,4.085106382978723,3.992481203007519
950,4.370967741935484,4.22289156626506
951,4.175824175824176,4.2803347280334725
952,3.5,3.658536585365854
953,4.26056338028169,4.288265306122449
954,4.118279569892473,4.282296650717703
955,4.076190476190476,4.213675213675214
956,3.230769230769231,3.7
957,2.8333333333333335,3.5
958,4.0,3.375
959,3.727272727272727,3.764705882352941
960,3.6,3.5454545454545454
961,3.4285714285714284,3.625
962,3.5,4.0
963,3.0,3.5609756097560976
964,3.5,3.4285714285714284
965,4.0344827586206895,4.140740740740741
967,4.0,3.1052631578947367
968,3.6790123456790123,3.6748878923766815
969,4.181069958847736,4.272292993630574
970,3.0,3.391304347826087
971,4.0181818181818185,4.006369426751593
973,4.0,3.843137254901961
974,3.0,3.727272727272727
976,4.0,3.2758620689655173
977,2.0,2.0
978,4.0,4.232142857142857
